1834744,0,0,0,0,976,74.013,848
1834765,0,0,0,0,976,74.013,848
1834787,0,0,0,0,976,74.013,848
1834809,0,0,0,0,976,74.013,848
1834829,0,0,0,0,976,74.013,848
1834850,0,0,0,0,976,74.013,848
1834870,0,0,0,0,976,74.013,848
1834889,0,0,0,0,976,74.013,848
1834909,0,0,0,0,976,74.013,848
1834930,0,0,0,0,976,74.013,848
1834951,0,0,0,0,976,74.013,848
1834972,0,0,0,0,976,74.013,848
1834992,0,0,0,0,976,74.013,848
1835013,0,0,0,0,976,74.013,848
1835035,0,0,0,0,976,74.013,848
1835056,0,0,0,0,976,74.013,848
1835077,0,0,0,0,976,74.013,848
1835099,0,0,0,0,976,74.013,848
1835121,0,0,0,0,976,74.013,848
1835156,0,0,0,0,976,74.013,848
1835176,0,0,0,0,976,74.013,848
1835198,0,0,0,0,976,74.013,848
1835220,0,0,0,0,976,74.013,848
1835240,0,0,0,0,976,74.013,848
1835261,0,0,0,0,976,74.013,848
1835283,0,0,0,0,976,74.013,848
1835304,0,0,0,0,976,74.013,848
1835325,0,0,0,0,976,74.013,848
1835347,0,0,0,0,976,74.013,848
1835368,0,0,0,0,976,74.013,848
1835388,0,0,0,0,976,74.013,848
1835408,0,0,0,0,976,74.013,848
1835430,0,0,0,0,976,74.013,848
1835453,0,0,0,0,976,74.013,848
1835474,0,0,0,0,976,74.013,848
1835494,0,0,0,0,976,74.013,848
1835515,0,0,0,0,976,74.013,848
1835536,0,0,0,0,976,74.013,848
1835558,0,0,0,0,976,74.013,848
1835581,0,0,0,0,976,74.013,848
1835601,0,0,0,0,976,74.013,848
1835624,0,0,0,0,976,74.013,848
1835645,0,0,0,0,976,74.013,848
1835666,0,0,0,0,976,74.013,848
1835688,0,0,0,0,976,74.013,848
1835709,0,0,0,0,976,74.013,848
1835730,0,0,0,0,976,74.013,848
1835752,0,0,0,0,976,74.013,848
1835772,0,0,0,0,976,74.013,848
1835793,0,0,0,0,976,74.013,848
1835814,0,0,0,0,976,74.013,848
1835834,0,0,0,0,976,74.013,848
1835854,0,0,0,0,976,74.013,848
1835874,0,0,0,0,976,74.013,848
1835895,0,0,0,0,976,74.013,848
1835916,0,0,0,0,976,74.013,848
1835938,0,0,0,0,976,74.013,848
1835959,0,0,0,0,976,74.013,848
1835979,0,0,0,0,976,74.013,848
1835999,0,0,0,0,976,74.013,848
1836020,0,0,0,0,976,74.013,848
1836039,0,0,0,0,976,74.013,848
1836060,0,0,0,0,976,74.013,848
1836080,0,0,0,0,976,74.013,848
1836100,0,0,0,0,976,74.013,848
1836120,0,0,0,0,976,74.013,848
1836140,0,0,0,0,976,74.013,848
1836160,0,0,0,0,976,74.013,848
1836179,0,0,0,0,976,74.013,848
1836200,0,0,0,0,976,74.013,848
1836219,0,0,0,0,976,74.013,848
1836240,0,0,0,0,976,74.013,848
1836260,0,0,0,0,976,74.013,848
1836280,0,0,0,0,976,74.013,848
1836301,0,0,0,0,976,74.013,848
1836322,0,0,0,0,976,74.013,848
1836343,0,0,0,0,976,74.013,848
1836363,0,0,0,0,976,74.013,848
1836383,0,0,0,0,976,74.013,848
1836403,0,0,0,0,976,74.013,848
1836423,0,0,0,0,976,74.013,848
1836443,0,0,0,0,976,74.013,848
1836464,0,0,0,0,976,74.013,848
1836484,0,0,0,0,976,74.013,848
1836504,0,0,0,0,976,74.013,848
1836523,0,0,0,0,976,74.013,848
1836543,0,0,0,0,976,74.013,848
1836564,0,0,0,0,976,74.013,848
1836584,0,0,0,0,976,74.013,848
1836605,0,0,0,0,976,74.013,848
1836625,0,0,0,0,976,74.013,848
1836645,0,0,0,0,976,74.013,848
1836665,0,0,0,0,976,74.013,848
1836686,0,0,0,0,976,74.013,848
1836706,0,0,0,0,976,74.013,848
1836727,0,0,0,0,976,74.013,848
1836748,0,0,0,0,976,74.013,848
1836768,0,0,0,0,976,74.013,848
1836789,0,0,0,0,976,74.013,848
1836809,0,0,0,0,976,74.013,848
1836829,0,0,0,0,976,74.013,848
1836850,0,0,0,0,976,74.013,848
1836870,0,0,0,0,976,74.013,848
1836890,0,0,0,0,976,74.013,848
1836910,0,0,0,0,976,74.013,848
1836931,0,0,0,0,976,74.013,848
1836952,0,0,0,0,976,74.013,848
1836971,0,0,0,0,976,74.013,848
1836991,0,0,0,0,976,74.013,848
1837011,0,0,0,0,976,74.013,848
1837031,0,0,0,0,976,74.013,848
1837051,0,0,0,0,976,74.013,848
1837072,0,0,0,0,976,74.013,848
1837094,0,0,0,0,976,74.013,848
1837114,0,0,0,0,976,74.013,848
1837134,0,0,0,0,976,74.013,848
1837155,0,0,0,0,976,74.013,848
1837174,0,0,0,0,976,74.013,848
1837193,0,0,0,0,976,74.013,848
1837214,0,0,0,0,976,74.013,848
1837234,0,0,0,0,976,74.013,848
1837253,0,0,0,0,976,74.013,848
1837273,0,0,0,0,976,74.013,848
1837294,0,0,0,0,976,74.013,848
1837314,0,0,0,0,976,74.013,848
1837334,0,0,0,0,976,74.013,848
1837353,0,0,0,0,976,74.013,848
1837374,0,0,0,0,976,74.013,848
1837393,0,0,0,0,976,74.013,848
1837420,0,0,0,0,976,74.013,848
1837440,0,0,0,0,976,74.013,848
1837460,0,0,0,0,976,74.013,848
1837480,0,0,0,0,976,74.013,848
1837501,0,0,0,0,976,74.013,848
1837521,0,0,0,0,976,74.013,848
1837541,0,0,0,0,976,74.013,848
1837561,0,0,0,0,976,74.013,848
1837581,0,0,0,0,976,74.013,848
1837601,0,0,0,0,976,74.013,848
1837623,0,0,0,0,976,74.013,848
1837642,0,0,0,0,976,74.013,848
1837662,0,0,0,0,976,74.013,848
1837683,0,0,0,0,976,74.013,848
1837703,0,0,0,0,976,74.013,848
1837724,0,0,0,0,976,74.013,848
1837743,0,0,0,0,976,74.013,848
1837763,0,0,0,0,976,74.013,848
1837784,0,0,0,0,976,74.013,848
1837804,0,0,0,0,976,74.013,848
1837825,0,0,0,0,976,74.013,848
1837845,0,0,0,0,976,74.013,848
1837867,0,0,0,0,976,74.013,848
1837888,0,0,0,0,976,74.013,848
1837908,0,0,0,0,976,74.013,848
1837929,0,0,0,0,976,74.013,848
1837949,0,0,0,0,976,74.013,848
1837969,0,0,0,0,976,74.013,848
1837988,0,0,0,0,976,74.013,848
1838008,0,0,0,0,976,74.013,848
1838028,0,0,0,0,976,74.013,848
1838048,0,0,0,0,976,74.013,848
1838068,0,0,0,0,976,74.013,848
1838087,0,0,0,0,976,74.013,848
1838107,0,0,0,0,976,74.013,848
1838127,0,0,0,0,976,74.013,848
1838147,0,0,0,0,976,74.013,848
1838167,0,0,0,0,976,74.013,848
1838187,0,0,0,0,976,74.013,848
1838207,0,0,0,0,976,74.013,848
1838228,0,0,0,0,976,74.013,848
1838247,0,0,0,0,976,74.013,848
1838267,0,0,0,0,976,74.013,848
1838288,0,0,0,0,976,74.013,848
1838308,0,0,0,0,976,74.013,848
1838328,0,0,0,0,976,74.013,848
1838348,0,0,0,0,976,74.013,848
1838369,0,0,0,0,976,74.013,848
1838390,0,0,0,0,976,74.013,848
1838410,0,0,0,0,976,74.013,848
1838430,0,0,0,0,976,74.013,848
1838450,0,0,0,0,976,74.013,848
1838471,0,0,0,0,976,74.013,848
1838491,0,0,0,0,976,74.013,848
1838510,0,0,0,0,976,74.013,848
1838544,0,0,0,0,976,74.013,848
1838564,0,0,0,0,976,74.013,848
1838585,0,0,0,0,976,74.013,848
1838607,0,0,0,0,976,74.013,848
1838628,0,0,0,0,976,74.013,848
1838648,0,0,0,0,976,74.013,848
1838667,0,0,0,0,976,74.013,848
1838687,0,0,0,0,976,74.013,848
1838707,0,0,0,0,976,74.013,848
1838728,0,0,0,0,976,74.013,848
1838750,0,0,0,0,976,74.013,848
1838781,0,0,0,0,976,74.013,848
1838802,0,0,0,0,976,74.013,848
1838823,0,0,0,0,976,74.013,848
1838845,0,0,0,0,976,74.013,848
1838867,0,0,0,0,976,74.013,848
1838889,0,0,0,0,976,74.013,848
1838910,0,0,0,0,976,74.013,848
1838930,0,0,0,0,976,74.013,848
1838950,0,0,0,0,976,74.013,848
1838970,0,0,0,0,976,74.013,848
1838992,0,0,0,0,976,74.013,848
1839013,0,0,0,0,976,74.013,848
1839033,0,0,0,0,976,74.013,848
1839053,0,0,0,0,976,74.013,848
1839073,0,0,0,0,976,74.013,848
1839093,0,0,0,0,976,74.013,848
1839114,0,0,0,0,976,74.013,848
1839135,0,0,0,0,976,74.013,848
1839154,0,0,0,0,976,74.013,848
1839175,0,0,0,0,976,74.013,848
1839194,0,0,0,0,976,74.013,848
1839214,0,0,0,0,976,74.013,848
1839234,0,0,0,0,976,74.013,848
1839255,0,0,0,0,976,74.013,848
1839274,0,0,0,0,976,74.013,848
1839294,0,0,0,0,976,74.013,848
1839315,0,0,0,0,976,74.013,848
1839336,0,0,0,0,976,74.013,848
1839358,0,0,0,0,976,74.013,848
1839380,0,0,0,0,976,74.013,848
1839400,0,0,0,0,976,74.013,848
1839422,0,0,0,0,976,74.013,848
1839443,0,0,0,0,976,74.013,848
1839466,0,0,0,0,976,74.013,848
1839487,0,0,0,0,976,74.013,848
1839508,0,0,0,0,976,74.013,848
1839529,0,0,0,0,976,74.013,848
1839551,0,0,0,0,976,74.013,848
1839571,0,0,0,0,976,74.013,848
1839592,0,0,0,0,976,74.013,848
1839614,0,0,0,0,976,74.013,848
1839635,0,0,0,0,976,74.013,848
1839656,0,0,0,0,976,74.013,848
