Timestamp,Accel,Brake,Steer,Speed,PosX,PosY,PosZ,CurrentCP,RaceTime
3865266,1,0,0,0,976,74.002,848,19,0
3865276,1,0,0,0.013,976,74.002,848,19,0
3865288,1,0,0,0.178,976,74.002,848,19,0
3865298,1,0,0,0.338,975.998,74.002,848,19,0
3865307,1,0,0,0.498,975.995,74.002,848,19,0
3865317,1,0,0,0.658,975.989,74.002,848,19,0
3865327,1,0,0,0.802,975.984,74.002,848,19,0
3865339,1,0,0,0.978,975.974,74.002,848,19,0
3865350,1,0,0,1.17,975.963,74.0025,848,19,0
3865360,1,0,0,1.3136,975.952,74.003,848,19,0
3865370,1,0,0,1.473,975.939,74.003,848,19,0
3865381,1,0,0,1.665,975.921,74.0036,848,19,0
3865393,1,0,0,1.8403,975.902,74.004,848,19,0
3865403,1,0,0,2.0152,975.882,74.0049,848,19,0
3865415,1,0,0,2.191,975.859,74.0059,848,19,0
3865423,1,0,0,2.366,975.835,74.006,848,19,0
3865437,1,0,0,2.5566,975.806,74.0072,848,19,0
3865448,1,0,0,2.7148,975.78,74.0082,848,19,0
3865457,1,0,0,2.8736,975.752,74.0092,848,19,0
3865469,1,0,0,3.0316,975.723,74.0101,848,19,0
3865481,1,0,0,3.2212,975.686,74.0104,848,19,0
3865489,1,0,0,3.3792,975.654,74.0114,848,19,0
3865498,1,0,0,3.5214,975.624,74.0121,848,19,0
3865509,1,0,0,3.7105,975.581,74.0125,848,19,0
3865520,1,0,0,3.8832,975.539,74.0136,848,19,0
3865530,1,0,0,4.0402,975.5,74.014,848,19,0
3865541,1,0,0,4.1972,975.46,74.014,848,19,0
3865551,1,0,0,4.3385,975.422,74.0145,848,19,0
3865561,1,0,0,4.5112,975.374,74.015,848,19,0
3865571,1,0,0,4.6839,975.325,74.015,848,19,0
3865581,1,0,0,4.8409,975.278,74.015,848,19,0
3865592,1,0,0,4.9972,975.229,74.015,848,19,0
3865601,1,0,0,5.1539,975.179,74.015,848,19,0
3865613,1,0,0,5.3266,975.123,74.015,848,19,0
3865623,1,0,0,5.4836,975.07,74.0142,848,19,0
3865634,1,0,0,5.6563,975.009,74.014,848,19,0
3865644,1,0,0,5.829,974.947,74.014,848,19,0
3865655,1,0,0,5.986,974.889,74.013,848,19,0
3865664,1,0,0,6.1587,974.823,74.0129,848,19,0
3865675,1,0,0,6.3158,974.762,74.012,848,19,0
3865685,1,0,0,6.458,974.705,74.012,848,19,0
3865695,1,0,0,6.6308,974.634,74.011,848,19,0
3865705,1,0,0,6.7888,974.568,74.0109,848,19,0
3865715,1,0,0,6.9468,974.5,74.0099,848,19,0
3865727,1,0,0,7.1048,974.431,74.009,848,19,0
3865735,1,0,0,7.2628,974.36,74.0089,848,19,0
3865748,1,0,0,7.4368,974.28,74.008,848,19,0
3865756,1,0,0,7.6114,974.199,74.008,848,19,0
3865767,1,0,0,7.7697,974.123,74.0077,848,19,0
3865777,1,0,0,7.9284,974.045,74.007,848,19,0
3865787,1,0,0,8.0867,973.966,74.007,848,19,0
3865798,1,0,0,8.2457,973.885,74.0067,848,19,0
3865809,1,0,0,8.4047,973.803,74.006,848,19,0
3865817,1,0,0,8.5792,973.71,74.006,848,19,0
3865828,1,0,0,8.7376,973.624,74.006,848,19,0
3865839,1,0,0,8.8966,973.537,74.006,848,19,0
3865848,1,0,0,9.0715,973.439,74.006,848,19,0
3865860,1,0,0,9.2305,973.348,74.0065,848,19,0
3865871,1,0,0,9.3732,973.265,74.007,848,19,0
3865881,1,0,0,9.5634,973.152,74.007,848,19,0
3865891,1,0,0,9.7224,973.057,74.007,848,19,0
3865900,1,0,0,9.8808,972.959,74.0076,848,19,0
3865910,1,0,0,10.0394,972.861,74.008,848,19,0
3865920,1,0,0,10.1978,972.76,74.008,848,19,0
3865932,1,0,0,10.3564,972.658,74.0086,848,19,0
3865941,1,0,0,10.5306,972.544,74.009,848,19,0
3865952,1,0,0,10.6728,972.449,74.0096,848,19,0
3865963,1,0,0,10.8466,972.331,74.01,848,19,0
3865972,1,0,0,11.0204,972.212,74.01,848,19,0
3865981,1,0,0,11.1776,972.101,74.0109,848,19,0
3865991,1,0,0,11.3196,972.001,74.011,848,19,0
3866002,1,0,0,11.4934,971.876,74.011,848,19,0
3866013,1,0,0,11.6506,971.761,74.0119,848,19,0
3866021,1,0,0,11.8084,971.645,74.012,848,19,0
3866033,1,0,0,11.9813,971.515,74.012,848,19,0
3866045,1,0,0,12.1392,971.394,74.012,848,19,0
