Timestamp,Accel,Brake,Steer,Speed,PosX,PosY,PosZ,CurrentCP,RaceTime
3551322,1,0,0,0,976,74.0023,848,19,0
3551333,1,0,0,0.104,976,74.002,848,19,0
3551342,1,0,0,0.242,976,74.002,848,19,0
3551351,1,0,0,0.386,975.997,74.002,848,19,0
3551362,1,0,0,0.562,975.993,74.002,848,19,0
3551371,1,0,0,0.706,975.988,74.002,848,19,0
3551381,1,0,0,0.85,975.981,74.002,848,19,0
3551390,1,0,0,1.01,975.973,74.002,848,19,0
3551400,1,0,0,1.154,975.964,74.0024,848,19,0
3551410,1,0,0,1.3136,975.952,74.003,848,19,0
3551418,1,0,0,1.457,975.94,74.003,848,19,0
3551428,1,0,0,1.617,975.925,74.0032,848,19,0
3551439,1,0,0,1.7608,975.911,74.004,848,19,0
3551449,1,0,0,1.9516,975.89,74.0044,848,19,0
3551460,1,0,0,2.095,975.872,74.0053,848,19,0
3551469,1,0,0,2.2547,975.851,74.0061,848,19,0
3551478,1,0,0,2.4137,975.828,74.0063,848,19,0
3551492,1,0,0,2.5724,975.803,74.0073,848,19,0
3551500,1,0,0,2.7307,975.777,74.0083,848,19,0
3551508,1,0,0,2.8894,975.75,74.0093,848,19,0
3551520,1,0,0,3.0474,975.72,74.0101,848,19,0
3551530,1,0,0,3.2212,975.686,74.0104,848,19,0
3551540,1,0,0,3.395,975.651,74.0115,848,19,0
3551550,1,0,0,3.553,975.617,74.012,848,19,0
3551561,1,0,0,3.7105,975.581,74.0125,848,19,0
3551571,1,0,0,3.8832,975.539,74.0136,848,19,0
3551583,1,0,0,4.0245,975.504,74.014,848,19,0
3551591,1,0,0,4.1815,975.464,74.014,848,19,0
3551600,1,0,0,4.3385,975.422,74.0145,848,19,0
3551612,1,0,0,4.5112,975.374,74.015,848,19,0
3551623,1,0,0,4.6682,975.329,74.015,848,19,0
3551633,1,0,0,4.8566,975.273,74.015,848,19,0
3551642,1,0,0,4.9972,975.229,74.015,848,19,0
3551654,1,0,0,5.1696,975.174,74.015,848,19,0
3551663,1,0,0,5.3266,975.123,74.015,848,19,0
