Timestamp,Accel,Brake,Steer,Speed,PosX,PosY,PosZ
2591570,1,0,0,0,976,74.002,848
2591580,1,0,0,0,976,74.002,848
2591589,1,0,0,0.117,976,74.002,848
2591599,1,0,0,0.258,975.999,74.002,848
2591608,1,0,0,0.418,975.997,74.002,848
2591618,1,0,0,0.562,975.993,74.002,848
2591627,1,0,0,0.706,975.988,74.002,848
2591638,1,0,0,0.866,975.98,74.002,848
2591647,1,0,0,1.058,975.97,74.002,848
2591658,1,0,0,1.186,975.962,74.0026,848
2591669,1,0,0,1.3454,975.949,74.003,848
2591678,1,0,0,1.505,975.936,74.003,848
2591688,1,0,0,1.681,975.919,74.0038,848
2591700,1,0,0,1.8244,975.904,74.004,848
2591710,1,0,0,1.9993,975.884,74.0047,848
2591720,1,0,0,2.175,975.861,74.0058,848
2591732,1,0,0,2.3342,975.84,74.0059,848
2591743,1,0,0,2.5091,975.814,74.0069,848
2591754,1,0,0,2.7148,975.78,74.0082,848
2591764,1,0,0,2.8736,975.752,74.0092,848
2591774,1,0,0,3.0474,975.72,74.0101,848
2591784,1,0,0,3.2054,975.69,74.0103,848
2591795,1,0,0,3.3634,975.657,74.0113,848
2591807,1,0,0,3.5372,975.62,74.012,848
2591817,1,0,0,3.7262,975.577,74.0126,848
2591826,1,0,0,3.8518,975.547,74.0134,848
2591835,1,0,0,4.0088,975.508,74.014,848
2591846,1,0,0,4.1815,975.464,74.014,848
2591856,1,0,0,4.3385,975.422,74.0145,848
2591865,1,0,0,4.4955,975.379,74.015,848
2591875,1,0,0,4.6525,975.334,74.015,848
2591886,1,0,0,4.8095,975.287,74.015,848
2591896,1,0,0,4.966,975.239,74.015,848
2591905,1,0,0,5.1225,975.189,74.015,848
2591915,1,0,0,5.2795,975.138,74.015,848
2591926,1,0,0,5.4522,975.081,74.0144,848
2591936,1,0,0,5.5935,975.031,74.014,848
2591945,1,0,0,5.7505,974.975,74.014,848
2591956,1,0,0,5.9075,974.918,74.0135,848
2591967,1,0,0,6.0802,974.853,74.013,848
2591977,1,0,0,6.2372,974.793,74.0124,848
2591986,1,0,0,6.379,974.737,74.012,848
2591995,1,0,0,6.5365,974.673,74.0115,848
2592006,1,0,0,6.7098,974.602,74.011,848
2592016,1,0,0,6.8678,974.534,74.0104,848
2592026,1,0,0,7.0258,974.466,74.0094,848
2592036,1,0,0,7.1838,974.396,74.009,848
2592046,1,0,0,7.3418,974.324,74.0084,848
2592057,0,0,0,7.3812,974.243,74.008,848
2592067,0,0,0,7.3512,974.177,74.008,848
2592077,0,0,0,7.3176,974.103,74.0074,848
2592087,0,0,0,7.2842,974.03,74.007,848
2592096,0,0,0,7.2512,973.958,74.0064,848
2592106,0,0,0,7.2182,973.886,74.006,848
2592116,0,0,0,7.1858,973.814,74.0054,848
2592126,0,0,0,7.1532,973.742,74.005,848
2592136,0,0,0,7.1208,973.67,74.005,848
2592146,0,0,0,7.0888,973.599,74.005,848
2592156,0,0,0,7.0568,973.528,74.005,848
2592166,0,0,0,7.0285,973.465,74.0055,848
2592177,0,0,0,6.9938,973.388,74.006,848
2592187,0,0,0,6.9624,973.318,74.006,848
2592197,0,0,0,6.9314,973.249,74.0066,848
2592207,0,0,0,6.9004,973.18,74.007,848
2592220,0,0,0,6.864,973.097,74.0079,848
2592229,0,0,0,6.8332,973.029,74.0088,848
2592241,0,0,0,6.8,972.954,74.009,848
2592251,0,0,0,6.77,972.886,74.0099,848
2592261,0,0,0,6.74,972.818,74.0109,848
2592273,0,0,0,6.707,972.744,74.011,848
2592280,0,0,0,6.707,972.744,74.011,848
