Timestamp,Accel,Brake,Steer,Speed,PosX,PosY,PosZ
3163266,0,0,0,0,976,74.0023,848
3163276,0,0,0,0,976,74.002,848
3163286,0,0,0,0,976,74.002,848
3163294,0,0,0,0,976,74.002,848
3163305,0,0,0,0,976,74.002,848
3163314,0,0,0,0,976,74.002,848
3163323,0,0,0,0,976,74.002,848
3163333,0,0,0,0,976,74.002,848
3163343,0,0,0,0,976,74.002,848
3163352,0,0,0,0,976,74.002,848
3163362,0,0,0,0,976,74.002,848
3163371,0,0,0,0,976,74.002,848
3163380,0,0,0,0,976,74.002,848
3163390,0,0,0,0,976,74.002,848
3163401,0,0,0,0,976,74.002,848
3163409,0,0,0,0,976,74.002,848
3163418,0,0,0,0,976,74.002,848
3163439,0,0,0,0,976,74.002,848
3163447,0,0,0,0,976,74.002,848
3163453,0,0,0,0,976,74.002,848
3163464,0,0,0,0,976,74.002,848
3163478,0,0,0,0,976,74.002,848
3163484,0,0,0,0,976,74.002,848
3163498,0,0,0,0,976,74.002,848
3163510,0,0,0,0,976,74.002,848
3163520,0,0,0,0,976,74.002,848
3163532,0,0,0,0,976,74.002,848
3163544,0,0,0,0,976,74.002,848
3163554,0,0,0,0,976,74.002,848
3163563,0,0,0,0,976,74.002,848
3163574,0,0,0,0,976,74.002,848
3163585,0,0,0,0,976,74.002,848
3163595,0,0,0,0,976,74.002,848
3163606,0,0,0,0,976,74.002,848
3163618,0,0,0,0,976,74.002,848
3163629,0,0,0,0,976,74.002,848
3163640,0,0,0,0,976,74.002,848
3163651,0,0,0,0,976,74.002,848
3163662,0,0,0,0,976,74.002,848
3163672,0,0,0,0,976,74.002,848
3163684,0,0,0,0,976,74.002,848
3163693,0,0,0,0,976,74.002,848
3163704,0,0,0,0,976,74.002,848
3163715,0,0,0,0,976,74.002,848
3163725,0,0,0,0,976,74.002,848
3163736,0,0,0,0,976,74.002,848
3163746,0,0,0,0,976,74.002,848
3163758,0,0,0,0,976,74.002,848
3163767,0,0,0,0,976,74.002,848
3163779,0,0,0,0,976,74.002,848
3163788,0,0,0,0,976,74.002,848
3163797,0,0,0,0,976,74.002,848
3163808,0,0,0,0,976,74.002,848
3163829,0,0,0,0,976,74.002,848
3163851,0,0,0,0,976,74.002,848
3163874,0,0,0,0,976,74.002,848
3163895,0,0,0,0,976,74.002,848
3163916,0,0,0,0,976,74.002,848
3163935,0,0,0,0,976,74.002,848
3163956,0,0,0,0,976,74.002,848
3163976,0,0,0,0,976,74.002,848
3163995,0,0,0,0,976,74.002,848
3164014,0,0,0,0,976,74.002,848
3164034,0,0,0,0,976,74.002,848
3164054,0,0,0,0,976,74.002,848
3164078,0,0,0,0,976,74.002,848
3164100,0,0,0,0,976,74.002,848
3164120,0,0,0,0,976,74.002,848
3164141,0,0,0,0,976,74.002,848
3164162,0,0,0,0,976,74.002,848
3164182,0,0,0,0,976,74.002,848
3164201,0,0,0,0,976,74.002,848
3164222,0,0,0,0,976,74.002,848
3164242,0,0,0,0,976,74.002,848
3164262,0,0,0,0,976,74.002,848
3164282,0,0,0,0,976,74.002,848
3164302,0,0,0,0,976,74.002,848
3164322,0,0,0,0,976,74.002,848
3164342,0,0,0,0,976,74.002,848
3164362,0,0,0,0,976,74.002,848
3164382,0,0,0,0,976,74.002,848
3164402,0,0,0,0,976,74.002,848
3164422,0,0,0,0,976,74.002,848
3164441,0,0,0,0,976,74.002,848
3164462,0,0,0,0,976,74.002,848
3164481,0,0,0,0,976,74.002,848
3164501,0,0,0,0,976,74.002,848
3164522,0,0,0,0,976,74.002,848
3164542,0,0,0,0,976,74.002,848
3164562,0,0,0,0,976,74.002,848
3164582,0,0,0,0,976,74.002,848
3164601,0,0,0,0,976,74.002,848
3164621,0,0,0,0,976,74.002,848
3164642,0,0,0,0,976,74.002,848
3164662,0,0,0,0,976,74.002,848
3164682,0,0,0,0,976,74.002,848
3164701,0,0,0,0,976,74.002,848
3164722,0,0,0,0,976,74.002,848
3164742,0,0,0,0,976,74.002,848
3164761,0,0,0,0,976,74.002,848
3164782,0,0,0,0,976,74.002,848
3164801,0,0,0,0,976,74.002,848
3164822,0,0,0,0,976,74.002,848
3164842,0,0,0,0,976,74.002,848
3164862,0,0,0,0,976,74.002,848
3164882,0,0,0,0,976,74.002,848
3164902,0,0,0,0,976,74.002,848
3164922,0,0,0,0,976,74.002,848
3164941,0,0,0,0,976,74.002,848
3164962,0,0,0,0,976,74.002,848
3164982,0,0,0,0,976,74.002,848
3165002,0,0,0,0,976,74.002,848
3165022,0,0,0,0,976,74.002,848
3165042,0,0,0,0,976,74.002,848
3165061,0,0,0,0,976,74.002,848
3165082,0,0,0,0,976,74.002,848
3165102,0,0,0,0,976,74.002,848
3165123,0,0,0,0,976,74.002,848
3165143,0,0,0,0,976,74.002,848
3165163,0,0,0,0,976,74.002,848
3165183,0,0,0,0,976,74.002,848
3165203,0,0,0,0,976,74.002,848
3165223,0,0,0,0,976,74.002,848
3165243,0,0,0,0,976,74.002,848
3165263,0,0,0,0,976,74.002,848
3165284,0,0,0,0,976,74.002,848
3165304,0,0,0,0,976,74.002,848
3165324,0,0,0,0,976,74.002,848
3165343,0,0,0,0,976,74.002,848
3165363,0,0,0,0,976,74.002,848
3165383,0,0,0,0,976,74.002,848
3165406,0,0,0,0,976,74.002,848
3165434,0,0,0,0,976,74.002,848
3165463,0,0,0,0,976,74.002,848
3165491,0,0,0,0,976,74.002,848
3165514,0,0,0,0,976,74.002,848
3165539,0,0,0,0,976,74.002,848
3165563,0,0,0,0,976,74.002,848
3165587,0,0,0,0,976,74.002,848
3165612,0,0,0,0,976,74.002,848
3165649,0,0,0,0,976,74.002,848
3165671,0,0,0,0,976,74.002,848
3165692,0,0,0,0,976,74.002,848
3165713,0,0,0,0,976,74.002,848
3165733,0,0,0,0,976,74.002,848
3165756,0,0,0,0,976,74.002,848
3165777,0,0,0,0,976,74.002,848
3165797,0,0,0,0,976,74.002,848
3165818,0,0,0,0,976,74.002,848
3165838,0,0,0,0,976,74.002,848
3165859,0,0,0,0,976,74.002,848
3165879,0,0,0,0,976,74.002,848
3165901,0,0,0,0,976,74.002,848
3165923,0,0,0,0,976,74.002,848
3165945,0,0,0,0,976,74.002,848
3165968,0,0,0,0,976,74.002,848
3165990,0,0,0,0,976,74.002,848
3166010,0,0,0,0,976,74.002,848
3166030,0,0,0,0,976,74.002,848
3166051,0,0,0,0,976,74.002,848
3166073,0,0,0,0,976,74.002,848
3166092,0,0,0,0,976,74.002,848
3166112,0,0,0,0,976,74.002,848
3166132,0,0,0,0,976,74.002,848
3166153,0,0,0,0,976,74.002,848
3166174,0,0,0,0,976,74.002,848
3166193,0,0,0,0,976,74.002,848
3166214,0,0,0,0,976,74.002,848
3166234,0,0,0,0,976,74.002,848
3166254,0,0,0,0,976,74.002,848
3166275,0,0,0,0,976,74.002,848
3166295,0,0,0,0,976,74.002,848
3166315,0,0,0,0,976,74.002,848
3166336,0,0,0,0,976,74.002,848
3166356,0,0,0,0,976,74.002,848
3166376,0,0,0,0,976,74.002,848
3166398,0,0,0,0,976,74.002,848
3166418,0,0,0,0,976,74.002,848
3166438,0,0,0,0,976,74.002,848
3166458,0,0,0,0,976,74.002,848
3166478,0,0,0,0,976,74.002,848
3166499,0,0,0,0,976,74.002,848
3166520,0,0,0,0,976,74.002,848
3166541,0,0,0,0,976,74.002,848
3166562,0,0,0,0,976,74.002,848
3166583,0,0,0,0,976,74.002,848
3166603,0,0,0,0,976,74.002,848
3166624,0,0,0,0,976,74.002,848
3166645,0,0,0,0,976,74.002,848
3166666,0,0,0,0,976,74.002,848
3166688,0,0,0,0,976,74.002,848
3166708,0,0,0,0,976,74.002,848
3166727,0,0,0,0,976,74.002,848
3166747,0,0,0,0,976,74.002,848
3166768,0,0,0,0,976,74.002,848
3166789,0,0,0,0,976,74.002,848
3166808,0,0,0,0,976,74.002,848
3166828,0,0,0,0,976,74.002,848
3166847,0,0,0,0,976,74.002,848
3166868,0,0,0,0,976,74.002,848
3166887,0,0,0,0,976,74.002,848
3166908,0,0,0,0,976,74.002,848
3166928,0,0,0,0,976,74.002,848
3166948,0,0,0,0,976,74.002,848
3166967,0,0,0,0,976,74.002,848
3166987,0,0,0,0,976,74.002,848
3167007,0,0,0,0,976,74.002,848
3167027,0,0,0,0,976,74.002,848
3167048,0,0,0,0,976,74.002,848
3167069,0,0,0,0,976,74.002,848
3167090,0,0,0,0,976,74.002,848
3167111,0,0,0,0,976,74.002,848
3167131,0,0,0,0,976,74.002,848
3167151,0,0,0,0,976,74.002,848
3167173,0,0,0,0,976,74.002,848
3167193,0,0,0,0,976,74.002,848
3167213,0,0,0,0,976,74.002,848
3167233,0,0,0,0,976,74.002,848
3167254,0,0,0,0,976,74.002,848
3167274,0,0,0,0,976,74.002,848
3167294,0,0,0,0,976,74.002,848
3167313,0,0,0,0,976,74.002,848
3167334,0,0,0,0,976,74.002,848
3167354,0,0,0,0,976,74.002,848
3167374,0,0,0,0,976,74.002,848
3167394,0,0,0,0,976,74.002,848
3167414,0,0,0,0,976,74.002,848
3167435,0,0,0,0,976,74.002,848
3167455,0,0,0,0,976,74.002,848
3167476,0,0,0,0,976,74.002,848
3167496,0,0,0,0,976,74.002,848
3167516,0,0,0,0,976,74.002,848
3167536,0,0,0,0,976,74.002,848
3167556,0,0,0,0,976,74.002,848
3167576,0,0,0,0,976,74.002,848
3167596,0,0,0,0,976,74.002,848
3167616,0,0,0,0,976,74.002,848
3167637,0,0,0,0,976,74.002,848
3167657,0,0,0,0,976,74.002,848
3167678,0,0,0,0,976,74.002,848
3167698,0,0,0,0,976,74.002,848
3167718,0,0,0,0,976,74.002,848
3167738,0,0,0,0,976,74.002,848
3167757,0,0,0,0,976,74.002,848
3167778,0,0,0,0,976,74.002,848
3167800,0,0,0,0,976,74.002,848
3167820,0,0,0,0,976,74.002,848
3167840,0,0,0,0,976,74.002,848
3167862,0,0,0,0,976,74.002,848
3167883,0,0,0,0,976,74.002,848
3167904,0,0,0,0,976,74.002,848
3167923,0,0,0,0,976,74.002,848
3167945,0,0,0,0,976,74.002,848
3167966,0,0,0,0,976,74.002,848
3167986,0,0,0,0,976,74.002,848
3168006,0,0,0,0,976,74.002,848
3168028,0,0,0,0,976,74.002,848
3168048,0,0,0,0,976,74.002,848
3168068,0,0,0,0,976,74.002,848
3168088,0,0,0,0,976,74.002,848
3168109,0,0,0,0,976,74.002,848
3168129,0,0,0,0,976,74.002,848
3168149,0,0,0,0,976,74.002,848
3168170,0,0,0,0,976,74.002,848
3168189,0,0,0,0,976,74.002,848
3168211,0,0,0,0,976,74.002,848
3168232,0,0,0,0,976,74.002,848
3168252,0,0,0,0,976,74.002,848
3168272,0,0,0,0,976,74.002,848
3168292,0,0,0,0,976,74.002,848
3168312,0,0,0,0,976,74.002,848
3168332,0,0,0,0,976,74.002,848
3168353,0,0,0,0,976,74.002,848
3168373,0,0,0,0,976,74.002,848
3168394,0,0,0,0,976,74.002,848
3168416,0,0,0,0,976,74.002,848
3168435,0,0,0,0,976,74.002,848
3168454,0,0,0,0,976,74.002,848
3168473,0,0,0,0,976,74.002,848
3168493,0,0,0,0,976,74.002,848
3168514,0,0,0,0,976,74.002,848
3168533,0,0,0,0,976,74.002,848
3168557,0,0,0,0,976,74.002,848
3168576,0,0,0,0,976,74.002,848
3168596,0,0,0,0,976,74.002,848
3168617,0,0,0,0,976,74.002,848
3168638,0,0,0,0,976,74.002,848
3168657,0,0,0,0,976,74.002,848
3168677,0,0,0,0,976,74.002,848
3168698,0,0,0,0,976,74.002,848
3168718,0,0,0,0,976,74.002,848
3168738,0,0,0,0,976,74.002,848
3168759,0,0,0,0,976,74.002,848
3168781,0,0,0,0,976,74.002,848
3168802,0,0,0,0,976,74.002,848
3168822,0,0,0,0,976,74.002,848
3168843,0,0,0,0,976,74.002,848
3168864,0,0,0,0,976,74.002,848
3168885,0,0,0,0,976,74.002,848
3168906,0,0,0,0,976,74.002,848
3168927,0,0,0,0,976,74.002,848
3168952,0,0,0,0,976,74.002,848
3168972,0,0,0,0,976,74.002,848
3168992,0,0,0,0,976,74.002,848
3169012,0,0,0,0,976,74.002,848
3169032,0,0,0,0,976,74.002,848
3169053,0,0,0,0,976,74.002,848
3169073,0,0,0,0,976,74.002,848
3169094,0,0,0,0,976,74.002,848
3169115,0,0,0,0,976,74.002,848
3169135,0,0,0,0,976,74.002,848
3169154,0,0,0,0,976,74.002,848
3169174,0,0,0,0,976,74.002,848
3169195,0,0,0,0,976,74.002,848
3169216,0,0,0,0,976,74.002,848
3169236,0,0,0,0,976,74.002,848
3169256,0,0,0,0,976,74.002,848
3169276,0,0,0,0,976,74.002,848
3169296,0,0,0,0,976,74.002,848
3169316,0,0,0,0,976,74.002,848
3169336,0,0,0,0,976,74.002,848
3169356,0,0,0,0,976,74.002,848
3169376,0,0,0,0,976,74.002,848
3169397,0,0,0,0,976,74.002,848
3169418,0,0,0,0,976,74.002,848
3169437,0,0,0,0,976,74.002,848
3169457,0,0,0,0,976,74.002,848
3169479,0,0,0,0,976,74.002,848
3169500,0,0,0,0,976,74.002,848
3169520,0,0,0,0,976,74.002,848
3169540,0,0,0,0,976,74.002,848
3169560,0,0,0,0,976,74.002,848
3169580,0,0,0,0,976,74.002,848
3169600,0,0,0,0,976,74.002,848
3169621,0,0,0,0,976,74.002,848
3169642,0,0,0,0,976,74.002,848
3169662,0,0,0,0,976,74.002,848
3169682,0,0,0,0,976,74.002,848
3169703,0,0,0,0,976,74.002,848
3169724,0,0,0,0,976,74.002,848
3169743,0,0,0,0,976,74.002,848
3169763,0,0,0,0,976,74.002,848
3169792,0,0,0,0,976,74.002,848
3169811,0,0,0,0,976,74.002,848
3169832,0,0,0,0,976,74.002,848
3169852,0,0,0,0,976,74.002,848
3169872,0,0,0,0,976,74.002,848
3169892,0,0,0,0,976,74.002,848
3169912,0,0,0,0,976,74.002,848
3169932,0,0,0,0,976,74.002,848
3169953,0,0,0,0,976,74.002,848
3169973,0,0,0,0,976,74.002,848
3169994,0,0,0,0,976,74.002,848
3170014,0,0,0,0,976,74.002,848
3170034,0,0,0,0,976,74.002,848
