Timestamp,Accel,Brake,Steer,Speed,PosX,PosY,PosZ
3265239,0,0,0,0,976,74.0021,848
3265250,0,0,0,0,976,74.002,848
3265260,0,0,0,0,976,74.002,848
3265269,0,0,0,0,976,74.002,848
3265278,0,0,0,0,976,74.002,848
3265287,0,0,0,0,976,74.002,848
3265296,0,0,0,0,976,74.002,848
3265306,0,0,0,0,976,74.002,848
3265315,0,0,0,0,976,74.002,848
3265325,0,0,0,0,976,74.002,848
3265335,0,0,0,0,976,74.002,848
3265344,0,0,0,0,976,74.002,848
3265354,0,0,0,0,976,74.002,848
3265363,0,0,0,0,976,74.002,848
3265372,0,0,0,0,976,74.002,848
3265384,0,0,0,0,976,74.002,848
3265393,0,0,0,0,976,74.002,848
3265402,0,0,0,0,976,74.002,848
3265413,0,0,0,0,976,74.002,848
3265427,0,0,0,0,976,74.002,848
3265434,0,0,0,0,976,74.002,848
3265447,0,0,0,0,976,74.002,848
3265458,0,0,0,0,976,74.002,848
3265472,0,0,0,0,976,74.002,848
3265481,0,0,0,0,976,74.002,848
3265490,0,0,0,0,976,74.002,848
3265499,0,0,0,0,976,74.002,848
3265510,0,0,0,0,976,74.002,848
3265519,0,0,0,0,976,74.002,848
3265530,0,0,0,0,976,74.002,848
3265540,0,0,0,0,976,74.002,848
3265549,0,0,0,0,976,74.002,848
3265561,0,0,0,0,976,74.002,848
3265572,0,0,0,0,976,74.002,848
3265582,0,0,0,0,976,74.002,848
3265591,0,0,0,0,976,74.002,848
3265602,0,0,0,0,976,74.002,848
3265616,0,0,0,0,976,74.002,848
3265625,0,0,0,0,976,74.002,848
3265634,0,0,0,0,976,74.002,848
3265646,0,0,0,0,976,74.002,848
3265657,0,0,0,0,976,74.002,848
3265667,0,0,0,0,976,74.002,848
3265677,0,0,0,0,976,74.002,848
3265686,0,0,0,0,976,74.002,848
3265698,0,0,0,0,976,74.002,848
3265709,0,0,0,0,976,74.002,848
3265718,0,0,0,0,976,74.002,848
3265729,0,0,0,0,976,74.002,848
3265737,0,0,0,0,976,74.002,848
3265748,0,0,0,0,976,74.002,848
3265761,0,0,0,0,976,74.002,848
3265780,0,0,0,0,976,74.002,848
3265800,0,0,0,0,976,74.002,848
3265821,0,0,0,0,976,74.002,848
3265843,0,0,0,0,976,74.002,848
3265864,0,0,0,0,976,74.002,848
3265888,0,0,0,0,976,74.002,848
3265909,0,0,0,0,976,74.002,848
3265929,0,0,0,0,976,74.002,848
3265951,0,0,0,0,976,74.002,848
3265971,0,0,0,0,976,74.002,848
3265991,0,0,0,0,976,74.002,848
3266011,0,0,0,0,976,74.002,848
3266032,0,0,0,0,976,74.002,848
3266053,0,0,0,0,976,74.002,848
3266076,0,0,0,0,976,74.002,848
3266098,0,0,0,0,976,74.002,848
3266118,0,0,0,0,976,74.002,848
3266138,0,0,0,0,976,74.002,848
3266157,0,0,0,0,976,74.002,848
3266177,0,0,0,0,976,74.002,848
3266197,0,0,0,0,976,74.002,848
3266216,0,0,0,0,976,74.002,848
3266237,0,0,0,0,976,74.002,848
3266258,0,0,0,0,976,74.002,848
3266278,0,0,0,0,976,74.002,848
3266298,0,0,0,0,976,74.002,848
3266329,0,0,0,0,976,74.002,848
3266352,0,0,0,0,976,74.002,848
3266371,0,0,0,0,976,74.002,848
3266391,0,0,0,0,976,74.002,848
3266411,0,0,0,0,976,74.002,848
3266431,0,0,0,0,976,74.002,848
3266452,0,0,0,0,976,74.002,848
3266473,0,0,0,0,976,74.002,848
3266493,0,0,0,0,976,74.002,848
3266514,0,0,0,0,976,74.002,848
3266535,0,0,0,0,976,74.002,848
3266555,0,0,0,0,976,74.002,848
3266577,0,0,0,0,976,74.002,848
3266606,0,0,0,0,976,74.002,848
3266628,0,0,0,0,976,74.002,848
3266652,0,0,0,0,976,74.002,848
3266674,0,0,0,0,976,74.002,848
3266697,0,0,0,0,976,74.002,848
3266719,0,0,0,0,976,74.002,848
3266744,0,0,0,0,976,74.002,848
3266764,0,0,0,0,976,74.002,848
3266784,0,0,0,0,976,74.002,848
3266804,0,0,0,0,976,74.002,848
3266824,0,0,0,0,976,74.002,848
3266844,0,0,0,0,976,74.002,848
3266866,0,0,0,0,976,74.002,848
3266885,0,0,0,0,976,74.002,848
3266905,0,0,0,0,976,74.002,848
3266924,0,0,0,0,976,74.002,848
3266946,0,0,0,0,976,74.002,848
3266967,0,0,0,0,976,74.002,848
3266987,0,0,0,0,976,74.002,848
