Timestamp,Accel,Brake,Steer,Speed,PosX,PosY,PosZ
3263147,1,0,0,0,976,74.002,848
3263157,1,0,0,0.117,976,74.002,848
3263167,1,0,0,0.258,975.999,74.002,848
3263176,1,0,0,0.418,975.997,74.002,848
3263185,1,0,0,0.562,975.993,74.002,848
3263196,1,0,0,0.722,975.987,74.002,848
3263206,1,0,0,0.882,975.98,74.002,848
3263214,1,0,0,1.026,975.972,74.002,848
3263224,1,0,0,1.186,975.962,74.0026,848
3263235,1,0,0,1.3454,975.949,74.003,848
3263244,1,0,0,1.489,975.937,74.003,848
3263254,1,0,0,1.649,975.922,74.0035,848
3263264,1,0,0,1.8085,975.906,74.004,848
3263274,1,0,0,1.9834,975.886,74.0046,848
3263283,1,0,0,2.127,975.868,74.0055,848
3263293,1,0,0,2.2865,975.846,74.006,848
3263306,1,0,0,2.4455,975.823,74.0065,848
3263316,1,0,0,2.6198,975.796,74.0076,848
3263326,1,0,0,2.7784,975.769,74.0086,848
3263338,1,0,0,2.9526,975.738,74.0097,848
3263346,1,0,0,3.1106,975.708,74.0099,848
3263359,1,0,0,3.316,975.667,74.011,848
3263369,1,0,0,3.4898,975.631,74.012,848
3263379,1,0,0,3.6477,975.595,74.0121,848
3263389,1,0,0,3.8047,975.558,74.0131,848
3263399,1,0,0,3.9617,975.52,74.014,848
3263409,1,0,0,4.1187,975.48,74.014,848
3263418,1,0,0,4.2757,975.439,74.014,848
3263428,1,0,0,4.417,975.401,74.015,848
3263440,1,0,0,4.574,975.356,74.015,848
3263449,1,0,0,4.7467,975.306,74.015,848
3263460,1,0,0,4.888,975.263,74.015,848
3263468,1,0,0,5.044,975.214,74.015,848
3263479,1,0,0,5.2167,975.159,74.015,848
3263489,1,0,0,5.3737,975.107,74.0149,848
3263499,1,0,0,5.515,975.059,74.014,848
3263509,0,0,0,5.672,975.003,74.014,848
3263519,0,0,0,5.639,974.941,74.0139,848
3263529,0,0,0,5.612,974.891,74.013,848
3263539,0,0,0,5.582,974.835,74.013,848
3263550,0,0,0,5.5501,974.773,74.0119,848
3263559,0,0,0,5.5211,974.719,74.011,848
3263570,0,0,0,5.4921,974.664,74.0109,848
3263580,0,0,0,5.4632,974.609,74.0099,848
3263589,0,0,0,5.4352,974.555,74.0089,848
3263600,0,0,0,5.4073,974.501,74.008,848
3263611,0,0,0,5.3776,974.441,74.0078,848
3263620,0,0,0,5.3506,974.388,74.0068,848
3263630,0,0,0,5.3263,974.341,74.006,848
3263640,0,0,0,5.2994,974.288,74.006,848
3263650,0,0,0,5.2708,974.23,74.006,848
3263661,0,0,0,5.2448,974.178,74.0061,848
3263671,0,0,0,5.219,974.126,74.007,848
3263680,0,0,0,5.194,974.074,74.0071,848
3263691,0,0,0,5.1665,974.016,74.008,848
3263701,0,0,0,5.144,973.97,74.0082,848
3263711,0,0,0,5.1192,973.919,74.0092,848
3263721,0,0,0,5.0952,973.868,74.0102,848
3263733,0,0,0,3.5532,973.823,74.0111,848
3263741,0,0,0,3.5532,973.823,74.0111,848
