Timestamp,Accel,Brake,Steer,Speed,PosX,PosY,PosZ,CurrentCP,RaceTime
3442202,1,0,0,0,976,74.0021,848,19,0
3442214,1,0,0,0.026,976,74.002,848,19,0
3442223,1,0,0,0.146,976,74.002,848,19,0
3442232,1,0,0,0.306,975.999,74.002,848,19,0
3442243,1,0,0,0.45,975.996,74.002,848,19,0
3442252,1,0,0,0.61,975.991,74.002,848,19,0
3442262,1,0,0,0.786,975.984,74.002,848,19,0
3442274,1,0,0,0.946,975.976,74.002,848,19,0
3442283,1,0,0,1.122,975.966,74.0022,848,19,0
3442293,1,0,0,1.2818,975.955,74.003,848,19,0
3442303,1,0,0,1.441,975.941,74.003,848,19,0
3442313,1,0,0,1.601,975.927,74.0031,848,19,0
3442324,1,0,0,1.7608,975.911,74.004,848,19,0
3442335,1,0,0,1.9198,975.893,74.0041,848,19,0
3442344,1,0,0,2.079,975.874,74.0052,848,19,0
3442357,1,0,0,2.2547,975.851,74.0061,848,19,0
3442366,1,0,0,2.4137,975.828,74.0063,848,19,0
3442375,1,0,0,2.5724,975.803,74.0073,848,19,0
3442387,1,0,0,2.7307,975.777,74.0083,848,19,0
3442396,1,0,0,2.8894,975.75,74.0093,848,19,0
3442404,1,0,0,3.0632,975.717,74.01,848,19,0
3442414,1,0,0,3.2212,975.686,74.0104,848,19,0
3442424,1,0,0,3.3476,975.66,74.0112,848,19,0
3442435,1,0,0,3.5214,975.624,74.0121,848,19,0
3442445,1,0,0,3.6791,975.588,74.0123,848,19,0
3442453,1,0,0,3.8204,975.555,74.0132,848,19,0
3442464,1,0,0,3.9774,975.516,74.014,848,19,0
3442474,1,0,0,4.1344,975.476,74.014,848,19,0
3442485,1,0,0,4.2914,975.435,74.0141,848,19,0
3442494,1,0,0,4.4484,975.392,74.015,848,19,0
3442505,1,0,0,4.5897,975.352,74.015,848,19,0
3442513,1,0,0,4.7467,975.306,74.015,848,19,0
3442524,1,0,0,4.9192,975.253,74.015,848,19,0
3442533,1,0,0,5.0754,975.204,74.015,848,19,0
3442543,1,0,0,5.2324,975.154,74.015,848,19,0
3442553,1,0,0,5.3737,975.107,74.0149,848,19,0
3442564,1,0,0,5.5464,975.048,74.014,848,19,0
3442573,1,0,0,5.7034,974.992,74.014,848,19,0
3442584,1,0,0,5.8604,974.935,74.0138,848,19,0
3442593,1,0,0,6.0017,974.883,74.013,848,19,0
3442604,1,0,0,6.1901,974.811,74.0127,848,19,0
3442614,1,0,0,6.3474,974.749,74.012,848,19,0
3442624,1,0,0,6.4894,974.692,74.0118,848,19,0
3442635,1,0,0,6.6782,974.615,74.011,848,19,0
3442645,1,0,0,6.8204,974.555,74.0107,848,19,0
3442655,1,0,0,6.9784,974.486,74.0097,848,19,0
3442664,1,0,0,7.1364,974.417,74.009,848,19,0
3442674,1,0,0,7.2944,974.346,74.0087,848,19,0
3442684,1,0,0,7.4527,974.273,74.008,848,19,0
3442695,1,0,0,7.6114,974.199,74.008,848,19,0
3442705,1,0,0,7.7697,974.123,74.0077,848,19,0
3442716,1,0,0,7.9284,974.045,74.007,848,19,0
3442725,1,0,0,8.0867,973.966,74.007,848,19,0
3442735,1,0,0,8.2616,973.877,74.0066,848,19,0
3442745,1,0,0,8.4206,973.795,74.006,848,19,0
3442754,1,0,0,8.5634,973.719,74.006,848,19,0
3442765,1,0,0,8.7217,973.633,74.006,848,19,0
3442774,1,0,0,8.8807,973.546,74.006,848,19,0
3442786,1,0,0,9.0556,973.448,74.006,848,19,0
3442796,1,0,0,9.1987,973.367,74.0062,848,19,0
3442806,1,0,0,9.3732,973.265,74.007,848,19,0
3442817,1,0,0,9.5475,973.162,74.007,848,19,0
3442828,1,0,0,9.7065,973.066,74.007,848,19,0
3442837,1,0,0,9.865,972.969,74.0075,848,19,0
3442848,1,0,0,10.0394,972.861,74.008,848,19,0
3442858,1,0,0,10.1978,972.76,74.008,848,19,0
3442868,1,0,0,10.3564,972.658,74.0086,848,19,0
3442877,1,0,0,10.5148,972.554,74.009,848,19,0
3442887,1,0,0,10.6728,972.449,74.0096,848,19,0
3442898,1,0,0,10.8308,972.342,74.01,848,19,0
3442907,1,0,0,10.9888,972.234,74.01,848,19,0
3442918,1,0,0,11.1462,972.124,74.0106,848,19,0
3442927,1,0,0,11.3038,972.012,74.011,848,19,0
3442938,1,0,0,11.4618,971.899,74.011,848,19,0
3442952,1,0,0,11.6506,971.761,74.0119,848,19,0
3442961,1,0,0,11.7926,971.656,74.012,848,19,0
3442973,1,0,0,11.9813,971.515,74.012,848,19,0
3442985,1,0,0,12.1392,971.394,74.012,848,19,0
3442994,1,0,0,12.3277,971.249,74.012,848,19,0
3443006,1,0,0,12.5322,971.088,74.012,848,19,0
3443016,1,0,0,12.6898,970.963,74.012,848,19,0
3443026,1,0,0,12.8625,970.823,74.012,848,19,0
3443036,1,0,0,13.0042,970.708,74.012,848,19,0
3443047,1,0,0,13.1775,970.565,74.012,848,19,0
3443057,1,0,0,13.3502,970.419,74.012,848,19,0
3443066,1,0,0,13.492,970.299,74.012,848,19,0
3443078,1,0,0,13.6495,970.164,74.012,848,19,0
3443088,1,0,0,13.8228,970.014,74.0114,848,19,0
3443097,1,0,0,13.9808,969.876,74.011,848,19,0
3443108,1,0,0,14.1539,969.722,74.011,848,19,0
3443118,1,0,0,14.3116,969.581,74.0103,848,19,0
3443128,1,0,0,14.4696,969.438,74.01,848,19,0
3443139,1,0,0,14.6434,969.279,74.01,848,19,0
3443149,1,0,0,14.8014,969.133,74.01,848,19,0
3443159,1,0,0,14.9436,969,74.0093,848,19,0
3443171,1,0,0,15.1332,968.82,74.009,848,19,0
3443180,1,0,0,15.2912,968.669,74.009,848,19,0
3443190,1,0,0,15.4492,968.517,74.009,848,19,0
3443202,1,0,0,15.623,968.346,74.008,848,19,0
3443213,1,0,0,15.7978,968.174,74.008,848,19,0
3443223,1,0,0,15.9716,968,74.008,848,19,0
3443233,1,0,0,16.1298,967.841,74.008,848,19,0
3443243,1,0,0,16.2886,967.68,74.008,848,19,0
3443255,1,0,0,16.4627,967.5,74.008,848,19,0
3443266,1,0,0,16.653,967.302,74.008,848,19,0
3443277,1,0,0,16.8268,967.119,74.008,848,19,0
3443288,1,0,0,16.9854,966.951,74.008,848,19,0
3443299,1,0,0,17.1754,966.746,74.008,848,19,0
3443311,1,0,0,17.3501,966.557,74.008,848,19,0
3443323,1,0,0,17.5398,966.35,74.009,848,19,0
3443335,1,0,0,17.7136,966.156,74.009,848,19,0
3443345,1,0,0,17.8877,965.961,74.009,848,19,0
3443355,1,0,0,18.0622,965.764,74.009,848,19,0
3443366,1,0,0,18.236,965.565,74.0095,848,19,0
3443378,1,0,0,18.4098,965.365,74.01,848,19,0
3443389,1,0,0,18.5994,965.143,74.01,848,19,0
3443401,1,0,0,18.7732,964.939,74.01,848,19,0
3443411,1,0,0,18.947,964.732,74.01,848,19,0
3443423,1,0,0,19.1356,964.504,74.0101,848,19,0
3443434,1,0,0,19.3094,964.294,74.011,848,19,0
3443446,1,0,0,19.499,964.062,74.011,848,19,0
3443458,1,0,0,19.6722,963.847,74.011,848,19,0
3443469,1,0,0,19.8614,963.611,74.011,848,19,0
3443480,1,0,0,20.0352,963.392,74.011,848,19,0
3443491,1,0,0,20.208,963.172,74.011,848,19,0
3443502,1,0,0,20.3817,962.95,74.011,848,19,0
3443514,1,0,0,20.5704,962.705,74.011,848,19,0
3443526,1,0,0,20.7442,962.478,74.011,848,19,0
3443538,1,0,0,20.9332,962.229,74.011,848,19,0
3443550,1,0,0,21.1066,961.998,74.011,848,19,0
3443563,1,0,0,21.2804,961.766,74.011,848,19,0
3443576,1,0,0,21.5006,961.468,74.011,848,19,0
3443587,1,0,0,21.6586,961.253,74.0108,848,19,0
3443597,1,0,0,21.8482,960.993,74.01,848,19,0
3443615,1,0,0,22.1168,960.621,74.0099,848,19,0
3443625,1,0,0,22.3064,960.356,74.009,848,19,0
3443636,1,0,0,22.4806,960.111,74.0082,848,19,0
3443647,1,0,0,22.6565,959.864,74.0055,848,19,0
3443658,1,0,0,22.8497,959.594,74.0005,848,19,0
3443670,1,0,0,23.0284,959.345,73.9958,848,19,0
3443680,1,0,0,23.2095,959.093,73.9896,848,19,0
3443691,1,0,0,23.3772,958.864,73.9827,848,19,0
3443701,1,0,0,23.563,958.61,73.974,848,19,0
3443714,1,0,0,23.7534,958.354,73.9629,848,19,0
3443724,1,0,0,23.9634,958.074,73.9497,848,19,0
3443735,1,0,0,24.142,957.839,73.9378,848,19,0
3443745,1,0,0,24.3226,957.602,73.9236,848,19,0
